"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cmserver",,,,"User:","zhiyedan"
"Cmdline:","dstat -tcmnr --top-cpu --top-mem --output /home/zhiyedan/data/monitor/cmserver-2017-12-02.csv 60",,,,"Date:","02 Dec 2017 12:26:58 CST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"most expensive","most expensive"
05-12 19:31:58,0.528,0.189,99.253,0.029,0.0,0.003,16916189184.0,457428992.0,18663452672.0,14523961344.0,11809.817,2516.0,0.0,3.800,java / 0%,java / 2700578816%
05-12 19:32:58,1.029,0.243,98.696,0.029,0.0,0.003,16916873216.0,457428992.0,18670780416.0,14515949568.0,11765.217,2776.433,0.0,4.550,java / 0%,java / 2700824576%
05-12 19:33:58,0.588,0.193,99.181,0.036,0.0,0.003,16920088576.0,457433088.0,18663669760.0,14519840768.0,11564.667,2489.700,0.0,4.183,java / 0%,java / 2700746752%
05-12 19:34:58,0.530,0.193,99.221,0.053,0.0,0.003,16920289280.0,457433088.0,18669834240.0,14513475584.0,11646.700,2758.450,0.0,6.283,java / 0%,java / 2702671872%
05-12 19:35:58,0.599,0.199,99.165,0.034,0.0,0.003,16924372992.0,457433088.0,18663014400.0,14516211712.0,12092.300,3154.483,0.0,4.650,java / 0%,java / 2704785408%
05-12 19:36:58,0.516,0.180,99.259,0.042,0.0,0.003,16923176960.0,457433088.0,18669056000.0,14511366144.0,11418.083,2486.883,0.0,3.150,java / 0%,java / 2704502784%
05-12 19:37:58,0.557,0.248,99.164,0.029,0.0,0.003,16923615232.0,457433088.0,18675081216.0,14504902656.0,11849.283,2770.083,0.0,3.667,java / 0%,java / 2704572416%
05-12 19:38:58,0.524,0.190,99.259,0.024,0.0,0.003,16924712960.0,457433088.0,18680721408.0,14498164736.0,11427.100,2450.817,0.0,3.467,java / 0%,java / 2706616320%
05-12 19:39:58,0.834,0.207,98.845,0.110,0.0,0.004,16924872704.0,457433088.0,18676240384.0,14502486016.0,11797.750,2751.033,0.0,11.450,java / 0%,java / 2707001344%
05-12 19:40:58,0.528,0.191,99.251,0.026,0.0,0.004,16926584832.0,457433088.0,18682638336.0,14494375936.0,11626.450,2902.067,0.0,4.417,java / 0%,java / 2708082688%
05-12 19:41:58,0.561,0.196,99.199,0.041,0.0,0.003,16925958144.0,457433088.0,18676092928.0,14501548032.0,11726.850,2746.267,0.0,3.967,java / 0%,java / 2708135936%
05-12 19:42:58,1.105,0.251,98.604,0.038,0.0,0.003,16927084544.0,457433088.0,18683768832.0,14492745728.0,11790.383,2794.133,0.0,5.183,java / 0%,java / 2708398080%
05-12 19:43:58,0.547,0.191,99.229,0.029,0.0,0.003,16930152448.0,457433088.0,18689536000.0,14483910656.0,11353.317,2411.467,0.0,4.933,java / 0%,java / 2708082688%
05-12 19:44:58,0.546,0.196,99.205,0.051,0.0,0.003,16927879168.0,457433088.0,18695303168.0,14480416768.0,11856.300,2759.200,0.0,4.750,java / 0%,java / 2708119552%
05-12 19:45:58,0.579,0.193,99.184,0.040,0.0,0.004,16925335552.0,457433088.0,18688167936.0,14490095616.0,11513.583,2878.217,0.0,5.083,java / 0%,java / 2707795968%
05-12 19:46:58,0.533,0.188,99.243,0.032,0.0,0.003,16924524544.0,457433088.0,18694328320.0,14484746240.0,12118.083,2758.217,0.0,3.933,java / 0%,java / 2707771392%
05-12 19:47:58,0.929,0.269,98.671,0.127,0.0,0.003,16923635712.0,457433088.0,18688933888.0,14491029504.0,11353.967,2467.933,0.0,11.267,java / 0%,java / 2707693568%
05-12 19:48:58,0.532,0.192,99.237,0.035,0.0,0.003,16922058752.0,457437184.0,18694979584.0,14486556672.0,11877.083,2756.483,0.0,4.467,java / 0%,java / 2707992576%
05-12 19:49:58,0.548,0.189,99.209,0.052,0.0,0.003,16922959872.0,457437184.0,18700685312.0,14479949824.0,11645.017,2782.917,0.0,5.450,java / 0%,java / 2708332544%
05-12 19:50:58,0.551,0.196,99.209,0.040,0.0,0.003,16923140096.0,457437184.0,18689916928.0,14490537984.0,11761.017,2860.567,0.0,5.033,java / 0%,java / 2707341312%
05-12 19:51:58,0.564,0.191,99.217,0.025,0.0,0.003,16924815360.0,457441280.0,18682896384.0,14495879168.0,11615.367,2766.383,0.0,3.617,java / 0%,java / 2707210240%
05-12 19:52:58,0.991,0.246,98.724,0.036,0.0,0.003,16923860992.0,457441280.0,18690740224.0,14488989696.0,11616.383,2497.483,0.0,4.300,java / 0%,java / 2707177472%
05-12 19:53:58,0.548,0.200,99.215,0.034,0.0,0.003,16924708864.0,457441280.0,18684063744.0,14494818304.0,11676.683,2720.467,0.0,4.983,java / 0%,java / 2707587072%
05-12 19:54:58,0.530,0.187,99.235,0.045,0.0,0.003,16924590080.0,457445376.0,18690371584.0,14488625152.0,11723.550,2601.117,0.0,5.050,java / 0%,java / 2707509248%
05-12 19:55:58,0.569,0.197,99.195,0.034,0.0,0.005,16921792512.0,457445376.0,18696101888.0,14485692416.0,11746.633,3144.433,0.0,4.617,java / 0%,java / 2706833408%
05-12 19:56:58,0.525,0.187,99.260,0.024,0.0,0.003,16922517504.0,457445376.0,18701877248.0,14479192064.0,11636.267,2482.733,0.0,3.917,java / 0%,java / 2706755584%
05-12 19:57:58,0.568,0.250,99.153,0.026,0.0,0.003,16924082176.0,457449472.0,18694639616.0,14484860928.0,11675.733,2786.883,0.0,3.617,java / 0%,java / 2706583552%
05-12 19:58:58,0.518,0.194,99.257,0.029,0.0,0.003,16924073984.0,457449472.0,18700398592.0,14479110144.0,11887.350,2735.350,0.0,3.633,java / 0%,java / 2706604032%
05-12 19:59:58,0.549,0.189,99.218,0.040,0.0,0.003,16922931200.0,457449472.0,18694025216.0,14486626304.0,11317.333,2440.600,0.0,5.950,java / 0%,java / 2706526208%
05-12 20:00:58,0.569,0.193,99.207,0.028,0.0,0.003,16923602944.0,457453568.0,18700161024.0,14479814656.0,12019.200,3157.733,0.0,3.817,java / 0%,java / 2706681856%
05-12 20:01:58,0.532,0.192,99.250,0.024,0.0,0.002,16923537408.0,457453568.0,18706055168.0,14473986048.0,11630.183,2508.367,0.0,3.767,java / 0%,java / 2706583552%
05-12 20:02:58,1.884,0.257,97.804,0.052,0.0,0.003,16922673152.0,457453568.0,18719608832.0,14461296640.0,11822.983,2808.733,0.0,8.0,java / 1%,java / 2706911232%
05-12 20:03:58,0.755,0.207,98.923,0.111,0.0,0.004,16920260608.0,457457664.0,18713427968.0,14469885952.0,11286.717,2451.950,0.0,15.167,java / 0%,java / 2706538496%
05-12 20:04:58,0.535,0.187,99.250,0.024,0.0,0.004,16921174016.0,457457664.0,18719191040.0,14463209472.0,11850.333,2778.550,0.0,5.183,java / 0%,java / 2706591744%
05-12 20:05:58,0.668,0.206,99.086,0.036,0.0,0.004,16922091520.0,457457664.0,18713030656.0,14468452352.0,13955.717,5803.133,0.217,4.633,java / 0%,java / 2706980864%
05-12 20:06:58,0.571,0.190,99.213,0.022,0.0,0.004,16921272320.0,457461760.0,18719203328.0,14463094784.0,11884.167,3322.550,0.0,3.917,java / 0%,java / 2706755584%
05-12 20:07:58,0.581,0.258,99.132,0.025,0.0,0.004,16924459008.0,457461760.0,18616713216.0,14562398208.0,12142.600,2981.067,0.0,3.267,java / 0%,java / 2706776064%
05-12 20:08:58,0.546,0.194,99.233,0.025,0.0,0.003,16922906624.0,457461760.0,18622484480.0,14558179328.0,11779.217,2672.567,0.0,4.233,java / 0%,java / 2706702336%
05-12 20:09:58,1.411,0.258,98.294,0.033,0.0,0.003,16927649792.0,457465856.0,18616184832.0,14559731712.0,12443.100,3146.883,0.0,6.150,java / 0%,java / 2706776064%
05-12 20:10:58,0.562,0.196,99.193,0.045,0.0,0.004,16923648000.0,457465856.0,18622181376.0,14557736960.0,11845.833,3049.783,0.0,4.633,java / 0%,java / 2706653184%
05-12 20:11:58,1.346,0.237,98.306,0.108,0.0,0.004,16926961664.0,457465856.0,18617090048.0,14559514624.0,12197.300,2945.367,0.0,11.483,java / 0%,java / 2706804736%
05-12 20:12:58,0.992,0.248,98.729,0.027,0.0,0.004,16923852800.0,457465856.0,18625089536.0,14554624000.0,11435.733,2897.333,0.0,5.200,java / 0%,java / 2707038208%
05-12 20:13:58,0.545,0.192,99.227,0.033,0.0,0.003,16923836416.0,457465856.0,18630721536.0,14549008384.0,11838.300,2604.517,0.0,6.833,java / 0%,java / 2706763776%
05-12 20:14:58,0.550,0.198,99.211,0.038,0.0,0.003,16930516992.0,457465856.0,18636492800.0,14536556544.0,11111.167,2873.750,0.0,5.600,java / 0%,java / 2706980864%
05-12 20:15:58,0.575,0.205,99.180,0.035,0.0,0.004,16933449728.0,457465856.0,18629558272.0,14540558336.0,12062.717,3055.967,0.0,4.100,java / 0%,java / 2706903040%
05-12 20:16:58,0.539,0.190,99.230,0.037,0.0,0.003,16933355520.0,457465856.0,18635321344.0,14534889472.0,12104.850,2899.583,0.0,4.100,java / 0%,java / 2706792448%
05-12 20:17:58,0.569,0.255,99.140,0.031,0.0,0.005,16934121472.0,457465856.0,18628902912.0,14540541952.0,11857.700,2657.833,0.0,4.0,java / 0%,java / 2706714624%
05-12 20:18:58,0.534,0.188,99.243,0.031,0.0,0.003,16932659200.0,457465856.0,18634678272.0,14536228864.0,11941.067,2915.667,0.0,4.0,java / 0%,java / 2706714624%
05-12 20:19:58,0.560,0.195,99.193,0.048,0.0,0.004,16933957632.0,457465856.0,18640445440.0,14529163264.0,12087.283,2950.833,0.0,4.683,java / 0%,java / 2706796544%
05-12 20:20:58,0.519,0.189,99.255,0.033,0.0,0.004,16932552704.0,457465856.0,18646556672.0,14524456960.0,10392.833,2452.200,0.0,3.883,java / 0%,java / 2706718720%
05-12 20:21:58,0.601,0.198,99.161,0.035,0.0,0.004,16933670912.0,457465856.0,18639319040.0,14530576384.0,12006.733,2893.017,0.0,4.450,java / 0%,java / 2707795968%
05-12 20:22:58,1.102,0.242,98.617,0.036,0.0,0.003,16932253696.0,457465856.0,18646847488.0,14524465152.0,11808.350,2628.633,0.0,3.400,java / 0%,java / 2706788352%
05-12 20:23:58,0.571,0.197,99.196,0.032,0.0,0.003,16931241984.0,457465856.0,18640207872.0,14532116480.0,12057.567,2928.233,0.0,5.017,java / 0%,java / 2707206144%
05-12 20:24:58,0.547,0.193,99.210,0.046,0.0,0.004,16931217408.0,457469952.0,18645303296.0,14527041536.0,11873.767,2707.083,0.0,5.767,java / 0%,java / 2706817024%
05-12 20:25:58,0.578,0.200,99.191,0.026,0.0,0.004,16930873344.0,457469952.0,18651275264.0,14521413632.0,12161.167,3275.117,0.0,3.717,java / 0%,java / 2706817024%
05-12 20:26:58,0.574,0.186,99.203,0.033,0.0,0.003,16932855808.0,457469952.0,18657042432.0,14513664000.0,12035.133,2890.550,0.0,3.867,java / 0%,java / 2706976768%
05-12 20:27:58,0.959,0.267,98.646,0.125,0.0,0.003,16933310464.0,457469952.0,18652495872.0,14517755904.0,11766.767,2671.933,0.0,13.883,java / 0%,java / 2706849792%
05-12 20:28:58,0.552,0.198,99.209,0.039,0.0,0.003,16932540416.0,457469952.0,18658390016.0,14512631808.0,12029.450,2860.650,0.0,3.967,java / 0%,java / 2707156992%
05-12 20:29:58,0.578,0.200,99.164,0.055,0.0,0.003,16935047168.0,457469952.0,18642661376.0,14525853696.0,11681.417,2634.850,0.0,6.283,java / 0%,java / 2707083264%
05-12 20:30:58,0.579,0.195,99.195,0.026,0.0,0.004,16934010880.0,457469952.0,18648768512.0,14520782848.0,12381.683,3329.767,0.0,4.717,java / 0%,java / 2707128320%
05-12 20:31:58,0.532,0.190,99.255,0.019,0.0,0.003,16932270080.0,457469952.0,18654404608.0,14516887552.0,11822.217,2612.250,0.0,3.350,java / 0%,java / 2706788352%
05-12 20:32:58,1.069,0.245,98.650,0.033,0.0,0.003,16934055936.0,457469952.0,18669879296.0,14499627008.0,12181.683,2918.100,0.0,3.967,java / 0%,java / 2706853888%
05-12 20:33:58,0.581,0.196,99.183,0.036,0.0,0.005,16936173568.0,457469952.0,18662895616.0,14504493056.0,11906.133,2918.533,0.0,5.117,java / 0%,java / 2706898944%
05-12 20:34:58,0.534,0.191,99.221,0.049,0.0,0.004,16935587840.0,457469952.0,18669056000.0,14498918400.0,11968.333,2662.067,0.0,5.417,java / 0%,java / 2706821120%
05-12 20:35:58,1.012,0.228,98.653,0.102,0.0,0.004,16935071744.0,457469952.0,18663936000.0,14504554496.0,12125.550,3297.200,0.0,13.467,java / 0%,java / 2706923520%
05-12 20:36:58,0.518,0.187,99.257,0.035,0.0,0.003,16935600128.0,457469952.0,18670239744.0,14497722368.0,11963.633,2659.200,0.0,4.350,java / 0%,java / 2706800640%
05-12 20:37:58,0.552,0.246,99.180,0.019,0.0,0.003,16934391808.0,457469952.0,18675867648.0,14493302784.0,11869.383,2881.200,0.0,3.783,java / 0%,java / 2707750912%
05-12 20:38:58,0.528,0.193,99.251,0.024,0.0,0.004,16934232064.0,457469952.0,18681643008.0,14487687168.0,11865.450,2634.317,0.0,3.667,java / 0%,java / 2707668992%
05-12 20:39:58,0.578,0.198,99.170,0.050,0.0,0.004,16933158912.0,457469952.0,18674372608.0,14496030720.0,11883.483,2905.450,0.0,5.083,java / 0%,java / 2706825216%
05-12 20:40:58,0.579,0.191,99.179,0.047,0.0,0.004,16934776832.0,457469952.0,18670940160.0,14497845248.0,12284.133,3301.533,0.0,5.250,java / 0%,java / 2707087360%
05-12 20:41:58,0.549,0.188,99.218,0.041,0.0,0.004,16931729408.0,457469952.0,18663997440.0,14507835392.0,11661.267,2608.950,0.0,4.383,java / 0%,java / 2707009536%
05-12 20:42:58,1.247,0.259,98.412,0.079,0.0,0.003,16935043072.0,457469952.0,18674057216.0,14494461952.0,12123.050,2941.050,0.0,9.217,java / 0%,java / 2707652608%
05-12 20:43:58,0.536,0.194,99.234,0.034,0.0,0.003,16933724160.0,457474048.0,18680221696.0,14489612288.0,11654.033,2630.683,0.0,5.467,java / 0%,java / 2707570688%
05-12 20:44:58,0.557,0.191,99.211,0.037,0.0,0.004,16932601856.0,457474048.0,18685730816.0,14485225472.0,12089.217,2880.183,0.0,5.350,java / 0%,java / 2707722240%
05-12 20:45:58,0.587,0.196,99.183,0.031,0.0,0.004,16934248448.0,457474048.0,18678693888.0,14490615808.0,11983.267,3093.200,0.0,4.667,java / 0%,java / 2707599360%
05-12 20:46:58,0.528,0.187,99.260,0.021,0.0,0.004,16934330368.0,457474048.0,18685112320.0,14484115456.0,12192.900,2903.500,0.0,3.350,java / 0%,java / 2706968576%
05-12 20:47:58,0.601,0.248,99.106,0.042,0.0,0.003,16933875712.0,457478144.0,18678329344.0,14491348992.0,12034.933,2922.517,0.017,4.367,java / 0%,java / 2707288064%
05-12 20:48:58,0.525,0.189,99.257,0.026,0.0,0.003,16935477248.0,457478144.0,18684235776.0,14483841024.0,11749.417,2629.100,0.0,3.800,java / 0%,java / 2707247104%
05-12 20:49:58,0.553,0.196,99.213,0.036,0.0,0.003,16933736448.0,457478144.0,18690068480.0,14479749120.0,12020.333,2879.800,0.0,4.600,java / 0%,java / 2707214336%
05-12 20:50:58,0.562,0.188,99.204,0.042,0.0,0.004,16934477824.0,457478144.0,18695794688.0,14473281536.0,11907.450,3035.100,0.0,4.550,java / 0%,java / 2707038208%
05-12 20:51:58,0.999,0.224,98.638,0.136,0.0,0.003,16935636992.0,457482240.0,18690580480.0,14477332480.0,12187.050,2943.983,0.0,14.883,java / 0%,java / 2707152896%
05-12 20:52:58,1.346,0.269,98.284,0.098,0.0,0.003,16936796160.0,457486336.0,18602807296.0,14563942400.0,11646.650,2661.533,0.0,11.667,java / 0%,java / 2707034112%
05-12 20:53:58,0.569,0.201,99.195,0.030,0.0,0.004,16934268928.0,457490432.0,18596323328.0,14572949504.0,12104.867,2883.133,0.0,6.700,java / 0%,java / 2707070976%
05-12 20:54:58,0.562,0.187,99.219,0.027,0.0,0.005,16935477248.0,457494528.0,18603171840.0,14564888576.0,12042.367,2968.500,0.0,5.733,java / 0%,java / 2707202048%
05-12 20:55:58,0.583,0.202,99.172,0.040,0.0,0.003,16934330368.0,457494528.0,18609262592.0,14559944704.0,12027.867,3055.850,0.0,4.817,java / 0%,java / 2707075072%
05-12 20:56:58,0.539,0.187,99.249,0.021,0.0,0.003,16934113280.0,457494528.0,18614906880.0,14554517504.0,11945.500,2888.683,0.0,3.200,java / 0%,java / 2707152896%
05-12 20:57:58,0.569,0.245,99.153,0.029,0.0,0.003,16933638144.0,457494528.0,18607792128.0,14562107392.0,11857.267,2642.100,0.0,4.067,java / 0%,java / 2707075072%
05-12 20:58:58,0.537,0.191,99.245,0.022,0.0,0.005,16932524032.0,457498624.0,18613944320.0,14557065216.0,11934.150,2884.633,0.0,4.067,java / 0%,java / 2707132416%
05-12 20:59:58,0.551,0.193,99.210,0.043,0.0,0.003,16932175872.0,457498624.0,18607443968.0,14563913728.0,11794.900,2625.250,0.0,5.433,java / 0%,java / 2707054592%
05-12 21:00:58,0.579,0.196,99.178,0.042,0.0,0.005,16932597760.0,457498624.0,18613436416.0,14557499392.0,12159.917,3306.350,0.0,4.083,java / 0%,java / 2707042304%
05-12 21:01:58,0.549,0.193,99.219,0.036,0.0,0.003,16932458496.0,457498624.0,18619203584.0,14551871488.0,12203.517,2874.300,0.0,3.950,java / 0%,java / 2707148800%
05-12 21:02:58,1.664,0.261,97.970,0.101,0.0,0.004,16935460864.0,457498624.0,18631348224.0,14536724480.0,11770.017,2663.350,0.0,11.350,java / 1%,java / 2707066880%
05-12 21:03:58,0.579,0.194,99.189,0.034,0.0,0.004,16934113280.0,457502720.0,18624208896.0,14545207296.0,11015.750,2831.783,0.0,5.517,java / 0%,java / 2707144704%
05-12 21:04:58,0.531,0.184,99.235,0.046,0.0,0.004,16935018496.0,457502720.0,18630504448.0,14538006528.0,11796.467,2617.517,0.0,5.617,java / 0%,java / 2707066880%
05-12 21:05:58,0.595,0.202,99.163,0.035,0.0,0.005,16934105088.0,457502720.0,18623643648.0,14545780736.0,12253.267,3288.867,0.0,4.700,java / 0%,java / 2707156992%
05-12 21:06:58,0.526,0.193,99.258,0.019,0.0,0.003,16934858752.0,457502720.0,18629685248.0,14538985472.0,11772.717,2693.633,0.0,3.517,java / 0%,java / 2707079168%
05-12 21:07:58,0.569,0.247,99.159,0.021,0.0,0.003,16933842944.0,457502720.0,18635702272.0,14533984256.0,11983.483,2904.400,0.0,3.917,java / 0%,java / 2707361792%
05-12 21:08:58,0.548,0.192,99.240,0.017,0.0,0.003,16935211008.0,457502720.0,18641207296.0,14527111168.0,11813.217,2727.700,0.0,3.050,java / 0%,java / 2707472384%
05-12 21:09:58,0.565,0.192,99.204,0.035,0.0,0.003,16935915520.0,457506816.0,18634104832.0,14533505024.0,11833.417,2689.567,0.0,5.117,java / 0%,java / 2707197952%
05-12 21:10:58,0.565,0.195,99.201,0.034,0.0,0.004,16934424576.0,457506816.0,18640334848.0,14528765952.0,12175.367,3282.483,0.0,4.550,java / 0%,java / 2707218432%
05-12 21:11:58,0.562,0.193,99.216,0.025,0.0,0.003,16934027264.0,457506816.0,18633678848.0,14535819264.0,11778.683,2624.667,0.0,3.867,java / 0%,java / 2707140608%
05-12 21:12:58,1.067,0.246,98.647,0.036,0.0,0.004,16934580224.0,457506816.0,18641735680.0,14527209472.0,12090.017,2918.617,0.0,4.400,java / 0%,java / 2707243008%
05-12 21:13:58,0.728,0.193,99.055,0.021,0.0,0.003,16936394752.0,457506816.0,18647502848.0,14519627776.0,11645.200,2593.833,0.0,4.350,java / 0%,java / 2708762624%
05-12 21:14:58,0.558,0.193,99.200,0.045,0.0,0.003,16930938880.0,457506816.0,18653134848.0,14519451648.0,12149.500,2906.183,0.033,5.400,java / 0%,java / 2703982592%
05-12 21:15:58,1.087,0.227,98.564,0.119,0.0,0.003,16930074624.0,457506816.0,18647908352.0,14525542400.0,11991.817,3289.150,0.0,16.033,java / 0%,java / 2704302080%
05-12 21:16:58,0.534,0.188,99.253,0.022,0.0,0.003,16929579008.0,457506816.0,18654203904.0,14519742464.0,11806.383,2622.950,0.0,4.117,java / 0%,java / 2704027648%
05-12 21:17:58,0.588,0.255,99.124,0.029,0.0,0.003,16929247232.0,457506816.0,18647678976.0,14526599168.0,12053.283,2888.567,0.0,4.167,java / 0%,java / 2704007168%
05-12 21:18:58,0.535,0.187,99.248,0.027,0.0,0.003,16929120256.0,457510912.0,18653454336.0,14520946688.0,11773.383,2581.583,0.0,4.133,java / 0%,java / 2703962112%
05-12 21:19:58,0.566,0.196,99.208,0.026,0.0,0.003,16928890880.0,457510912.0,18659233792.0,14515396608.0,11851.183,2900.183,0.0,4.917,java / 0%,java / 2703982592%
05-12 21:20:58,0.585,0.186,99.188,0.038,0.0,0.003,16930971648.0,457510912.0,18665086976.0,14507462656.0,11986.983,3057.683,0.0,4.433,java / 0%,java / 2703953920%
05-12 21:21:58,0.576,0.193,99.194,0.033,0.0,0.003,16931241984.0,457515008.0,18657845248.0,14514429952.0,11824.400,2883.150,0.0,4.417,java / 0%,java / 2704150528%
05-12 21:22:58,1.110,0.247,98.611,0.028,0.0,0.004,16932429824.0,457515008.0,18659139584.0,14511947776.0,12027.200,2900.300,0.0,4.133,java / 0%,java / 2704478208%
05-12 21:23:58,0.560,0.192,99.221,0.023,0.0,0.003,16930926592.0,457515008.0,18652479488.0,14520111104.0,11589.767,2611.683,0.0,5.583,java / 0%,java / 2703929344%
05-12 21:24:58,0.592,0.191,99.181,0.032,0.0,0.003,16930193408.0,457519104.0,18657566720.0,14515752960.0,12209.200,2998.250,0.0,5.733,java / 0%,java / 2704351232%
05-12 21:25:58,0.578,0.203,99.189,0.025,0.0,0.004,16930140160.0,457519104.0,18663546880.0,14509826048.0,11972.067,3080.467,0.0,3.750,java / 0%,java / 2704207872%
05-12 21:26:58,0.548,0.188,99.214,0.047,0.0,0.003,16930816000.0,457519104.0,18669182976.0,14503514112.0,12013.867,2910.283,0.0,3.867,java / 0%,java / 2704007168%
05-12 21:27:58,0.584,0.251,99.131,0.031,0.0,0.003,16929820672.0,457519104.0,18662072320.0,14511620096.0,11808.917,2681.117,0.0,4.217,java / 0%,java / 2703978496%
05-12 21:28:58,0.557,0.188,99.222,0.029,0.0,0.004,16931196928.0,457519104.0,18668228608.0,14504087552.0,11992.533,2912.400,0.0,4.117,java / 0%,java / 2704052224%
05-12 21:29:58,0.817,0.205,98.890,0.084,0.0,0.003,16931778560.0,457519104.0,18663493632.0,14508240896.0,12059.767,2905.317,0.0,9.750,java / 0%,java / 2704699392%
05-12 21:30:58,0.541,0.192,99.228,0.035,0.0,0.004,16929845248.0,457519104.0,18669490176.0,14504177664.0,11961.083,3029.450,0.0,5.217,java / 0%,java / 2704424960%
05-12 21:31:58,0.531,0.197,99.232,0.036,0.0,0.003,16930770944.0,457519104.0,18674860032.0,14497882112.0,10290.683,2532.300,0.0,4.017,java / 0%,java / 2704109568%
05-12 21:32:58,0.956,0.248,98.761,0.031,0.0,0.004,16929783808.0,457519104.0,18682343424.0,14491385856.0,12042.183,2679.517,0.0,4.117,java / 0%,java / 2704031744%
05-12 21:33:58,0.583,0.190,99.194,0.029,0.0,0.004,16929824768.0,457519104.0,18675568640.0,14498119680.0,12041.350,2943.750,0.0,5.950,java / 0%,java / 2704011264%
05-12 21:34:58,0.526,0.189,99.256,0.024,0.0,0.004,16929714176.0,457519104.0,18681339904.0,14492459008.0,11833.267,2658.617,0.0,5.567,java / 0%,java / 2703966208%
05-12 21:35:58,0.575,0.204,99.193,0.023,0.0,0.005,16927694848.0,457519104.0,18675134464.0,14500683776.0,12201.817,3284.383,0.0,3.967,java / 0%,java / 2704211968%
05-12 21:36:58,0.524,0.188,99.262,0.022,0.0,0.004,16928460800.0,457519104.0,18680918016.0,14494134272.0,11789.533,2679.0,0.0,3.967,java / 0%,java / 2704338944%
05-12 21:37:58,0.580,0.253,99.118,0.045,0.0,0.003,16927776768.0,457519104.0,18686545920.0,14489190400.0,12087.650,2910.367,0.0,4.100,java / 0%,java / 2704232448%
05-12 21:38:58,0.536,0.191,99.254,0.015,0.0,0.003,16927338496.0,457519104.0,18692579328.0,14483595264.0,11916.067,2888.383,0.0,3.350,java / 0%,java / 2704330752%
05-12 21:39:58,0.567,0.193,99.184,0.052,0.0,0.004,16927100928.0,457519104.0,18685739008.0,14490673152.0,11926.833,2676.300,0.0,5.983,java / 0%,java / 2704203776%
05-12 21:40:58,0.558,0.193,99.210,0.034,0.0,0.004,16926924800.0,457519104.0,18691715072.0,14484873216.0,12081.017,3299.633,0.0,4.483,java / 0%,java / 2704273408%
05-12 21:41:58,0.563,0.186,99.229,0.021,0.0,0.002,16928333824.0,457519104.0,18685202432.0,14489976832.0,11915.600,2652.683,0.0,3.617,java / 0%,java / 2704195584%
05-12 21:42:58,1.012,0.241,98.710,0.033,0.0,0.003,16926380032.0,457519104.0,18693066752.0,14484066304.0,11931.250,2918.150,0.0,4.050,java / 0%,java / 2704113664%
